Iteration,Odd Object,Weight,All Objects,,TEST
5443,3,Lighter,[2 2 1 2 2 2 2 2 2 2 2 2],,PASS
5444,11,Heavier,[2 2 2 2 2 2 2 2 2 2 3 2],,PASS
5445,11,Lighter,[2 2 2 2 2 2 2 2 2 2 1 2],,PASS
5446,5,Lighter,[2 2 2 2 1 2 2 2 2 2 2 2],,PASS
5447,6,Lighter,[2 2 2 2 2 1 2 2 2 2 2 2],,PASS
5448,2,Lighter,[2 1 2 2 2 2 2 2 2 2 2 2],,PASS
5449,1,Heavier,[3 2 2 2 2 2 2 2 2 2 2 2],,PASS
5450,12,Heavier,[2 2 2 2 2 2 2 2 2 2 2 3],,PASS
5451,9,Lighter,[2 2 2 2 2 2 2 2 1 2 2 2],,PASS
5452,7,Lighter,[2 2 2 2 2 2 1 2 2 2 2 2],,PASS
5453,8,Heavier,[2 2 2 2 2 2 2 3 2 2 2 2],,PASS
5454,6,Lighter,[2 2 2 2 2 1 2 2 2 2 2 2],,PASS
5455,7,Lighter,[2 2 2 2 2 2 1 2 2 2 2 2],,PASS
5456,1,Heavier,[3 2 2 2 2 2 2 2 2 2 2 2],,PASS
5457,8,Heavier,[2 2 2 2 2 2 2 3 2 2 2 2],,PASS
5458,12,Lighter,[2 2 2 2 2 2 2 2 2 2 2 1],,PASS
5459,2,Lighter,[2 1 2 2 2 2 2 2 2 2 2 2],,PASS
5460,10,Heavier,[2 2 2 2 2 2 2 2 2 3 2 2],,PASS
5461,12,Heavier,[2 2 2 2 2 2 2 2 2 2 2 3],,PASS
5462,9,Lighter,[2 2 2 2 2 2 2 2 1 2 2 2],,PASS
5463,1,Lighter,[1 2 2 2 2 2 2 2 2 2 2 2],,PASS
5464,5,Heavier,[2 2 2 2 3 2 2 2 2 2 2 2],,PASS
5465,11,Heavier,[2 2 2 2 2 2 2 2 2 2 3 2],,PASS
5466,10,Heavier,[2 2 2 2 2 2 2 2 2 3 2 2],,PASS
5467,5,Lighter,[2 2 2 2 1 2 2 2 2 2 2 2],,PASS
5468,10,Lighter,[2 2 2 2 2 2 2 2 2 1 2 2],,PASS
5469,8,Lighter,[2 2 2 2 2 2 2 1 2 2 2 2],,PASS
5470,3,Heavier,[2 2 3 2 2 2 2 2 2 2 2 2],,PASS
5471,1,Heavier,[3 2 2 2 2 2 2 2 2 2 2 2],,PASS
5472,8,Lighter,[2 2 2 2 2 2 2 1 2 2 2 2],,PASS
5473,8,Heavier,[2 2 2 2 2 2 2 3 2 2 2 2],,PASS
5474,1,Heavier,[3 2 2 2 2 2 2 2 2 2 2 2],,PASS
5475,12,Heavier,[2 2 2 2 2 2 2 2 2 2 2 3],,PASS
5476,2,Heavier,[2 3 2 2 2 2 2 2 2 2 2 2],,PASS
5477,3,Heavier,[2 2 3 2 2 2 2 2 2 2 2 2],,PASS
5478,6,Heavier,[2 2 2 2 2 3 2 2 2 2 2 2],,PASS
5479,1,Heavier,[3 2 2 2 2 2 2 2 2 2 2 2],,PASS
5480,10,Heavier,[2 2 2 2 2 2 2 2 2 3 2 2],,PASS
5481,2,Lighter,[2 1 2 2 2 2 2 2 2 2 2 2],,PASS
5482,3,Heavier,[2 2 3 2 2 2 2 2 2 2 2 2],,PASS
5483,2,Heavier,[2 3 2 2 2 2 2 2 2 2 2 2],,PASS
5484,1,Lighter,[1 2 2 2 2 2 2 2 2 2 2 2],,PASS
5485,9,Heavier,[2 2 2 2 2 2 2 2 3 2 2 2],,PASS
5486,3,Heavier,[2 2 3 2 2 2 2 2 2 2 2 2],,PASS
5487,7,Heavier,[2 2 2 2 2 2 3 2 2 2 2 2],,PASS
5488,11,Heavier,[2 2 2 2 2 2 2 2 2 2 3 2],,PASS
5489,9,Heavier,[2 2 2 2 2 2 2 2 3 2 2 2],,PASS
5490,2,Heavier,[2 3 2 2 2 2 2 2 2 2 2 2],,PASS
5491,6,Heavier,[2 2 2 2 2 3 2 2 2 2 2 2],,PASS
5492,1,Heavier,[3 2 2 2 2 2 2 2 2 2 2 2],,PASS
5493,3,Lighter,[2 2 1 2 2 2 2 2 2 2 2 2],,PASS
5494,3,Heavier,[2 2 3 2 2 2 2 2 2 2 2 2],,PASS
5495,3,Heavier,[2 2 3 2 2 2 2 2 2 2 2 2],,PASS
5496,9,Heavier,[2 2 2 2 2 2 2 2 3 2 2 2],,PASS
5497,12,Heavier,[2 2 2 2 2 2 2 2 2 2 2 3],,PASS
5498,8,Lighter,[2 2 2 2 2 2 2 1 2 2 2 2],,PASS
5499,3,Heavier,[2 2 3 2 2 2 2 2 2 2 2 2],,PASS
5500,5,Lighter,[2 2 2 2 1 2 2 2 2 2 2 2],,PASS
5501,9,Lighter,[2 2 2 2 2 2 2 2 1 2 2 2],,PASS
5502,1,Heavier,[3 2 2 2 2 2 2 2 2 2 2 2],,PASS
5503,1,Heavier,[3 2 2 2 2 2 2 2 2 2 2 2],,PASS
5504,10,Heavier,[2 2 2 2 2 2 2 2 2 3 2 2],,PASS
5505,9,Lighter,[2 2 2 2 2 2 2 2 1 2 2 2],,PASS
5506,2,Heavier,[2 3 2 2 2 2 2 2 2 2 2 2],,PASS
5507,8,Heavier,[2 2 2 2 2 2 2 3 2 2 2 2],,PASS
5508,8,Heavier,[2 2 2 2 2 2 2 3 2 2 2 2],,PASS
5509,7,Heavier,[2 2 2 2 2 2 3 2 2 2 2 2],,PASS
5510,5,Lighter,[2 2 2 2 1 2 2 2 2 2 2 2],,PASS
5511,9,Heavier,[2 2 2 2 2 2 2 2 3 2 2 2],,PASS
5512,3,Lighter,[2 2 1 2 2 2 2 2 2 2 2 2],,PASS
5513,11,Heavier,[2 2 2 2 2 2 2 2 2 2 3 2],,PASS
5514,1,Heavier,[3 2 2 2 2 2 2 2 2 2 2 2],,PASS
5515,2,Lighter,[2 1 2 2 2 2 2 2 2 2 2 2],,PASS
5516,12,Lighter,[2 2 2 2 2 2 2 2 2 2 2 1],,PASS
5517,8,Lighter,[2 2 2 2 2 2 2 1 2 2 2 2],,PASS
5518,4,Heavier,[2 2 2 3 2 2 2 2 2 2 2 2],,PASS
5519,5,Heavier,[2 2 2 2 3 2 2 2 2 2 2 2],,PASS
5520,5,Heavier,[2 2 2 2 3 2 2 2 2 2 2 2],,PASS
5521,12,Lighter,[2 2 2 2 2 2 2 2 2 2 2 1],,PASS
5522,8,Lighter,[2 2 2 2 2 2 2 1 2 2 2 2],,PASS
5523,2,Lighter,[2 1 2 2 2 2 2 2 2 2 2 2],,PASS
5524,3,Heavier,[2 2 3 2 2 2 2 2 2 2 2 2],,PASS
5525,11,Lighter,[2 2 2 2 2 2 2 2 2 2 1 2],,PASS
5526,7,Lighter,[2 2 2 2 2 2 1 2 2 2 2 2],,PASS
5527,9,Lighter,[2 2 2 2 2 2 2 2 1 2 2 2],,PASS
5528,8,Lighter,[2 2 2 2 2 2 2 1 2 2 2 2],,PASS
5529,2,Heavier,[2 3 2 2 2 2 2 2 2 2 2 2],,PASS
5530,6,Heavier,[2 2 2 2 2 3 2 2 2 2 2 2],,PASS
5531,8,Lighter,[2 2 2 2 2 2 2 1 2 2 2 2],,PASS
5532,12,Heavier,[2 2 2 2 2 2 2 2 2 2 2 3],,PASS
5533,3,Heavier,[2 2 3 2 2 2 2 2 2 2 2 2],,PASS
5534,3,Heavier,[2 2 3 2 2 2 2 2 2 2 2 2],,PASS
5535,1,Heavier,[3 2 2 2 2 2 2 2 2 2 2 2],,PASS
5536,12,Lighter,[2 2 2 2 2 2 2 2 2 2 2 1],,PASS
5537,8,Lighter,[2 2 2 2 2 2 2 1 2 2 2 2],,PASS
5538,11,Lighter,[2 2 2 2 2 2 2 2 2 2 1 2],,PASS
5539,10,Lighter,[2 2 2 2 2 2 2 2 2 1 2 2],,PASS
5540,7,Heavier,[2 2 2 2 2 2 3 2 2 2 2 2],,PASS
5541,12,Heavier,[2 2 2 2 2 2 2 2 2 2 2 3],,PASS
5542,11,Lighter,[2 2 2 2 2 2 2 2 2 2 1 2],,PASS
5543,3,Lighter,[2 2 1 2 2 2 2 2 2 2 2 2],,PASS
5544,7,Lighter,[2 2 2 2 2 2 1 2 2 2 2 2],,PASS
5545,5,Lighter,[2 2 2 2 1 2 2 2 2 2 2 2],,PASS
5546,9,Lighter,[2 2 2 2 2 2 2 2 1 2 2 2],,PASS
5547,10,Heavier,[2 2 2 2 2 2 2 2 2 3 2 2],,PASS
5548,9,Lighter,[2 2 2 2 2 2 2 2 1 2 2 2],,PASS
5549,8,Heavier,[2 2 2 2 2 2 2 3 2 2 2 2],,PASS
5550,8,Heavier,[2 2 2 2 2 2 2 3 2 2 2 2],,PASS
5551,8,Lighter,[2 2 2 2 2 2 2 1 2 2 2 2],,PASS
5552,9,Heavier,[2 2 2 2 2 2 2 2 3 2 2 2],,PASS
5553,3,Heavier,[2 2 3 2 2 2 2 2 2 2 2 2],,PASS
5554,9,Lighter,[2 2 2 2 2 2 2 2 1 2 2 2],,PASS
5555,3,Heavier,[2 2 3 2 2 2 2 2 2 2 2 2],,PASS
5556,5,Heavier,[2 2 2 2 3 2 2 2 2 2 2 2],,PASS
5557,12,Lighter,[2 2 2 2 2 2 2 2 2 2 2 1],,PASS
5558,9,Lighter,[2 2 2 2 2 2 2 2 1 2 2 2],,PASS
5559,6,Lighter,[2 2 2 2 2 1 2 2 2 2 2 2],,PASS
5560,9,Heavier,[2 2 2 2 2 2 2 2 3 2 2 2],,PASS
5561,5,Lighter,[2 2 2 2 1 2 2 2 2 2 2 2],,PASS
5562,1,Lighter,[1 2 2 2 2 2 2 2 2 2 2 2],,PASS
5563,4,Heavier,[2 2 2 3 2 2 2 2 2 2 2 2],,PASS
5564,5,Lighter,[2 2 2 2 1 2 2 2 2 2 2 2],,PASS
5565,3,Lighter,[2 2 1 2 2 2 2 2 2 2 2 2],,PASS
5566,11,Heavier,[2 2 2 2 2 2 2 2 2 2 3 2],,PASS
5567,8,Lighter,[2 2 2 2 2 2 2 1 2 2 2 2],,PASS
5568,5,Heavier,[2 2 2 2 3 2 2 2 2 2 2 2],,PASS
5569,10,Heavier,[2 2 2 2 2 2 2 2 2 3 2 2],,PASS
5570,3,Lighter,[2 2 1 2 2 2 2 2 2 2 2 2],,PASS
5571,8,Lighter,[2 2 2 2 2 2 2 1 2 2 2 2],,PASS
5572,4,Lighter,[2 2 2 1 2 2 2 2 2 2 2 2],,PASS
5573,11,Lighter,[2 2 2 2 2 2 2 2 2 2 1 2],,PASS
5574,6,Heavier,[2 2 2 2 2 3 2 2 2 2 2 2],,PASS
5575,11,Lighter,[2 2 2 2 2 2 2 2 2 2 1 2],,PASS
5576,6,Heavier,[2 2 2 2 2 3 2 2 2 2 2 2],,PASS
5577,1,Heavier,[3 2 2 2 2 2 2 2 2 2 2 2],,PASS
5578,3,Heavier,[2 2 3 2 2 2 2 2 2 2 2 2],,PASS
5579,2,Lighter,[2 1 2 2 2 2 2 2 2 2 2 2],,PASS
5580,5,Heavier,[2 2 2 2 3 2 2 2 2 2 2 2],,PASS
5581,6,Heavier,[2 2 2 2 2 3 2 2 2 2 2 2],,PASS
5582,10,Lighter,[2 2 2 2 2 2 2 2 2 1 2 2],,PASS
5583,10,Lighter,[2 2 2 2 2 2 2 2 2 1 2 2],,PASS
5584,11,Lighter,[2 2 2 2 2 2 2 2 2 2 1 2],,PASS
5585,7,Lighter,[2 2 2 2 2 2 1 2 2 2 2 2],,PASS
5586,1,Heavier,[3 2 2 2 2 2 2 2 2 2 2 2],,PASS
5587,10,Heavier,[2 2 2 2 2 2 2 2 2 3 2 2],,PASS
5588,9,Lighter,[2 2 2 2 2 2 2 2 1 2 2 2],,PASS
5589,6,Heavier,[2 2 2 2 2 3 2 2 2 2 2 2],,PASS
5590,12,Heavier,[2 2 2 2 2 2 2 2 2 2 2 3],,PASS
5591,6,Lighter,[2 2 2 2 2 1 2 2 2 2 2 2],,PASS
5592,12,Lighter,[2 2 2 2 2 2 2 2 2 2 2 1],,PASS
5593,2,Lighter,[2 1 2 2 2 2 2 2 2 2 2 2],,PASS
5594,8,Heavier,[2 2 2 2 2 2 2 3 2 2 2 2],,PASS
5595,5,Heavier,[2 2 2 2 3 2 2 2 2 2 2 2],,PASS
5596,4,Lighter,[2 2 2 1 2 2 2 2 2 2 2 2],,PASS
5597,5,Heavier,[2 2 2 2 3 2 2 2 2 2 2 2],,PASS
5598,3,Heavier,[2 2 3 2 2 2 2 2 2 2 2 2],,PASS
5599,9,Heavier,[2 2 2 2 2 2 2 2 3 2 2 2],,PASS
5600,6,Heavier,[2 2 2 2 2 3 2 2 2 2 2 2],,PASS
5601,2,Lighter,[2 1 2 2 2 2 2 2 2 2 2 2],,PASS
5602,2,Lighter,[2 1 2 2 2 2 2 2 2 2 2 2],,PASS
5603,2,Lighter,[2 1 2 2 2 2 2 2 2 2 2 2],,PASS
5604,5,Lighter,[2 2 2 2 1 2 2 2 2 2 2 2],,PASS
5605,3,Lighter,[2 2 1 2 2 2 2 2 2 2 2 2],,PASS
5606,1,Lighter,[1 2 2 2 2 2 2 2 2 2 2 2],,PASS
5607,5,Lighter,[2 2 2 2 1 2 2 2 2 2 2 2],,PASS
5608,1,Heavier,[3 2 2 2 2 2 2 2 2 2 2 2],,PASS
5609,7,Heavier,[2 2 2 2 2 2 3 2 2 2 2 2],,PASS
5610,4,Heavier,[2 2 2 3 2 2 2 2 2 2 2 2],,PASS
5611,9,Heavier,[2 2 2 2 2 2 2 2 3 2 2 2],,PASS
5612,3,Heavier,[2 2 3 2 2 2 2 2 2 2 2 2],,PASS
5613,1,Lighter,[1 2 2 2 2 2 2 2 2 2 2 2],,PASS
5614,9,Heavier,[2 2 2 2 2 2 2 2 3 2 2 2],,PASS
5615,6,Lighter,[2 2 2 2 2 1 2 2 2 2 2 2],,PASS
5616,6,Lighter,[2 2 2 2 2 1 2 2 2 2 2 2],,PASS
5617,9,Heavier,[2 2 2 2 2 2 2 2 3 2 2 2],,PASS
5618,2,Lighter,[2 1 2 2 2 2 2 2 2 2 2 2],,PASS
5619,2,Lighter,[2 1 2 2 2 2 2 2 2 2 2 2],,PASS
5620,7,Lighter,[2 2 2 2 2 2 1 2 2 2 2 2],,PASS
5621,2,Lighter,[2 1 2 2 2 2 2 2 2 2 2 2],,PASS
5622,4,Lighter,[2 2 2 1 2 2 2 2 2 2 2 2],,PASS
5623,8,Heavier,[2 2 2 2 2 2 2 3 2 2 2 2],,PASS
5624,1,Lighter,[1 2 2 2 2 2 2 2 2 2 2 2],,PASS
5625,1,Heavier,[3 2 2 2 2 2 2 2 2 2 2 2],,PASS
5626,1,Heavier,[3 2 2 2 2 2 2 2 2 2 2 2],,PASS
5627,10,Heavier,[2 2 2 2 2 2 2 2 2 3 2 2],,PASS
5628,4,Heavier,[2 2 2 3 2 2 2 2 2 2 2 2],,PASS
5629,5,Heavier,[2 2 2 2 3 2 2 2 2 2 2 2],,PASS
5630,11,Lighter,[2 2 2 2 2 2 2 2 2 2 1 2],,PASS
5631,1,Heavier,[3 2 2 2 2 2 2 2 2 2 2 2],,PASS
5632,5,Lighter,[2 2 2 2 1 2 2 2 2 2 2 2],,PASS
5633,9,Heavier,[2 2 2 2 2 2 2 2 3 2 2 2],,PASS
5634,6,Lighter,[2 2 2 2 2 1 2 2 2 2 2 2],,PASS
5635,5,Lighter,[2 2 2 2 1 2 2 2 2 2 2 2],,PASS
5636,12,Lighter,[2 2 2 2 2 2 2 2 2 2 2 1],,PASS
5637,8,Heavier,[2 2 2 2 2 2 2 3 2 2 2 2],,PASS
5638,5,Lighter,[2 2 2 2 1 2 2 2 2 2 2 2],,PASS
5639,3,Heavier,[2 2 3 2 2 2 2 2 2 2 2 2],,PASS
5640,2,Heavier,[2 3 2 2 2 2 2 2 2 2 2 2],,PASS
5641,10,Heavier,[2 2 2 2 2 2 2 2 2 3 2 2],,PASS
5642,9,Lighter,[2 2 2 2 2 2 2 2 1 2 2 2],,PASS
5643,7,Heavier,[2 2 2 2 2 2 3 2 2 2 2 2],,PASS
5644,3,Heavier,[2 2 3 2 2 2 2 2 2 2 2 2],,PASS
5645,7,Lighter,[2 2 2 2 2 2 1 2 2 2 2 2],,PASS
5646,1,Lighter,[1 2 2 2 2 2 2 2 2 2 2 2],,PASS
5647,7,Heavier,[2 2 2 2 2 2 3 2 2 2 2 2],,PASS
5648,12,Lighter,[2 2 2 2 2 2 2 2 2 2 2 1],,PASS
5649,1,Lighter,[1 2 2 2 2 2 2 2 2 2 2 2],,PASS
5650,11,Heavier,[2 2 2 2 2 2 2 2 2 2 3 2],,PASS
5651,5,Heavier,[2 2 2 2 3 2 2 2 2 2 2 2],,PASS
5652,12,Heavier,[2 2 2 2 2 2 2 2 2 2 2 3],,PASS
5653,11,Heavier,[2 2 2 2 2 2 2 2 2 2 3 2],,PASS
5654,12,Heavier,[2 2 2 2 2 2 2 2 2 2 2 3],,PASS
5655,12,Heavier,[2 2 2 2 2 2 2 2 2 2 2 3],,PASS
5656,5,Heavier,[2 2 2 2 3 2 2 2 2 2 2 2],,PASS
5657,12,Heavier,[2 2 2 2 2 2 2 2 2 2 2 3],,PASS
5658,2,Heavier,[2 3 2 2 2 2 2 2 2 2 2 2],,PASS
5659,10,Heavier,[2 2 2 2 2 2 2 2 2 3 2 2],,PASS
5660,7,Heavier,[2 2 2 2 2 2 3 2 2 2 2 2],,PASS
5661,10,Heavier,[2 2 2 2 2 2 2 2 2 3 2 2],,PASS
5662,4,Lighter,[2 2 2 1 2 2 2 2 2 2 2 2],,PASS
5663,2,Heavier,[2 3 2 2 2 2 2 2 2 2 2 2],,PASS
5664,2,Lighter,[2 1 2 2 2 2 2 2 2 2 2 2],,PASS
5665,2,Lighter,[2 1 2 2 2 2 2 2 2 2 2 2],,PASS
5666,11,Heavier,[2 2 2 2 2 2 2 2 2 2 3 2],,PASS
5667,9,Lighter,[2 2 2 2 2 2 2 2 1 2 2 2],,PASS
5668,2,Heavier,[2 3 2 2 2 2 2 2 2 2 2 2],,PASS
5669,7,Lighter,[2 2 2 2 2 2 1 2 2 2 2 2],,PASS
5670,7,Lighter,[2 2 2 2 2 2 1 2 2 2 2 2],,PASS
5671,9,Heavier,[2 2 2 2 2 2 2 2 3 2 2 2],,PASS
5672,12,Heavier,[2 2 2 2 2 2 2 2 2 2 2 3],,PASS
5673,7,Lighter,[2 2 2 2 2 2 1 2 2 2 2 2],,PASS
5674,12,Lighter,[2 2 2 2 2 2 2 2 2 2 2 1],,PASS
5675,4,Lighter,[2 2 2 1 2 2 2 2 2 2 2 2],,PASS
5676,3,Heavier,[2 2 3 2 2 2 2 2 2 2 2 2],,PASS
5677,10,Lighter,[2 2 2 2 2 2 2 2 2 1 2 2],,PASS
5678,5,Lighter,[2 2 2 2 1 2 2 2 2 2 2 2],,PASS
5679,1,Lighter,[1 2 2 2 2 2 2 2 2 2 2 2],,PASS
5680,9,Heavier,[2 2 2 2 2 2 2 2 3 2 2 2],,PASS
5681,5,Lighter,[2 2 2 2 1 2 2 2 2 2 2 2],,PASS
5682,6,Heavier,[2 2 2 2 2 3 2 2 2 2 2 2],,PASS
5683,12,Lighter,[2 2 2 2 2 2 2 2 2 2 2 1],,PASS
5684,2,Heavier,[2 3 2 2 2 2 2 2 2 2 2 2],,PASS
5685,4,Lighter,[2 2 2 1 2 2 2 2 2 2 2 2],,PASS
5686,3,Lighter,[2 2 1 2 2 2 2 2 2 2 2 2],,PASS
5687,8,Lighter,[2 2 2 2 2 2 2 1 2 2 2 2],,PASS
5688,12,Heavier,[2 2 2 2 2 2 2 2 2 2 2 3],,PASS
5689,7,Heavier,[2 2 2 2 2 2 3 2 2 2 2 2],,PASS
5690,12,Heavier,[2 2 2 2 2 2 2 2 2 2 2 3],,PASS
5691,4,Lighter,[2 2 2 1 2 2 2 2 2 2 2 2],,PASS
5692,9,Heavier,[2 2 2 2 2 2 2 2 3 2 2 2],,PASS
5693,2,Heavier,[2 3 2 2 2 2 2 2 2 2 2 2],,PASS
5694,11,Heavier,[2 2 2 2 2 2 2 2 2 2 3 2],,PASS
5695,10,Lighter,[2 2 2 2 2 2 2 2 2 1 2 2],,PASS
5696,3,Lighter,[2 2 1 2 2 2 2 2 2 2 2 2],,PASS
5697,2,Lighter,[2 1 2 2 2 2 2 2 2 2 2 2],,PASS
5698,5,Lighter,[2 2 2 2 1 2 2 2 2 2 2 2],,PASS
5699,9,Heavier,[2 2 2 2 2 2 2 2 3 2 2 2],,PASS
5700,9,Heavier,[2 2 2 2 2 2 2 2 3 2 2 2],,PASS
5701,12,Lighter,[2 2 2 2 2 2 2 2 2 2 2 1],,PASS
5702,6,Lighter,[2 2 2 2 2 1 2 2 2 2 2 2],,PASS
5703,6,Heavier,[2 2 2 2 2 3 2 2 2 2 2 2],,PASS
5704,11,Lighter,[2 2 2 2 2 2 2 2 2 2 1 2],,PASS
5705,10,Lighter,[2 2 2 2 2 2 2 2 2 1 2 2],,PASS
5706,8,Lighter,[2 2 2 2 2 2 2 1 2 2 2 2],,PASS
5707,5,Heavier,[2 2 2 2 3 2 2 2 2 2 2 2],,PASS
5708,11,Heavier,[2 2 2 2 2 2 2 2 2 2 3 2],,PASS
5709,11,Lighter,[2 2 2 2 2 2 2 2 2 2 1 2],,PASS
5710,10,Heavier,[2 2 2 2 2 2 2 2 2 3 2 2],,PASS
5711,12,Heavier,[2 2 2 2 2 2 2 2 2 2 2 3],,PASS
5712,11,Lighter,[2 2 2 2 2 2 2 2 2 2 1 2],,PASS
5713,9,Lighter,[2 2 2 2 2 2 2 2 1 2 2 2],,PASS
5714,8,Lighter,[2 2 2 2 2 2 2 1 2 2 2 2],,PASS
5715,9,Lighter,[2 2 2 2 2 2 2 2 1 2 2 2],,PASS
5716,7,Lighter,[2 2 2 2 2 2 1 2 2 2 2 2],,PASS
5717,9,Lighter,[2 2 2 2 2 2 2 2 1 2 2 2],,PASS
5718,8,Heavier,[2 2 2 2 2 2 2 3 2 2 2 2],,PASS
5719,9,Lighter,[2 2 2 2 2 2 2 2 1 2 2 2],,PASS
5720,4,Heavier,[2 2 2 3 2 2 2 2 2 2 2 2],,PASS
5721,5,Lighter,[2 2 2 2 1 2 2 2 2 2 2 2],,PASS
5722,7,Lighter,[2 2 2 2 2 2 1 2 2 2 2 2],,PASS
5723,5,Heavier,[2 2 2 2 3 2 2 2 2 2 2 2],,PASS
5724,5,Heavier,[2 2 2 2 3 2 2 2 2 2 2 2],,PASS
5725,6,Lighter,[2 2 2 2 2 1 2 2 2 2 2 2],,PASS
5726,1,Heavier,[3 2 2 2 2 2 2 2 2 2 2 2],,PASS
5727,9,Lighter,[2 2 2 2 2 2 2 2 1 2 2 2],,PASS
5728,6,Lighter,[2 2 2 2 2 1 2 2 2 2 2 2],,PASS
5729,8,Heavier,[2 2 2 2 2 2 2 3 2 2 2 2],,PASS
5730,4,Lighter,[2 2 2 1 2 2 2 2 2 2 2 2],,PASS
5731,1,Heavier,[3 2 2 2 2 2 2 2 2 2 2 2],,PASS
5732,6,Lighter,[2 2 2 2 2 1 2 2 2 2 2 2],,PASS
5733,9,Heavier,[2 2 2 2 2 2 2 2 3 2 2 2],,PASS
5734,8,Lighter,[2 2 2 2 2 2 2 1 2 2 2 2],,PASS
5735,2,Lighter,[2 1 2 2 2 2 2 2 2 2 2 2],,PASS
5736,7,Lighter,[2 2 2 2 2 2 1 2 2 2 2 2],,PASS
5737,7,Heavier,[2 2 2 2 2 2 3 2 2 2 2 2],,PASS
5738,3,Heavier,[2 2 3 2 2 2 2 2 2 2 2 2],,PASS
5739,9,Lighter,[2 2 2 2 2 2 2 2 1 2 2 2],,PASS
5740,9,Lighter,[2 2 2 2 2 2 2 2 1 2 2 2],,PASS
5741,1,Heavier,[3 2 2 2 2 2 2 2 2 2 2 2],,PASS
5742,4,Lighter,[2 2 2 1 2 2 2 2 2 2 2 2],,PASS
5743,4,Lighter,[2 2 2 1 2 2 2 2 2 2 2 2],,PASS
5744,12,Lighter,[2 2 2 2 2 2 2 2 2 2 2 1],,PASS
5745,2,Heavier,[2 3 2 2 2 2 2 2 2 2 2 2],,PASS
5746,5,Lighter,[2 2 2 2 1 2 2 2 2 2 2 2],,PASS
5747,11,Heavier,[2 2 2 2 2 2 2 2 2 2 3 2],,PASS
5748,3,Lighter,[2 2 1 2 2 2 2 2 2 2 2 2],,PASS
5749,2,Lighter,[2 1 2 2 2 2 2 2 2 2 2 2],,PASS
5750,3,Lighter,[2 2 1 2 2 2 2 2 2 2 2 2],,PASS
5751,8,Lighter,[2 2 2 2 2 2 2 1 2 2 2 2],,PASS
5752,12,Heavier,[2 2 2 2 2 2 2 2 2 2 2 3],,PASS
5753,2,Lighter,[2 1 2 2 2 2 2 2 2 2 2 2],,PASS
5754,5,Heavier,[2 2 2 2 3 2 2 2 2 2 2 2],,PASS
5755,1,Heavier,[3 2 2 2 2 2 2 2 2 2 2 2],,PASS
5756,2,Lighter,[2 1 2 2 2 2 2 2 2 2 2 2],,PASS
5757,4,Heavier,[2 2 2 3 2 2 2 2 2 2 2 2],,PASS
5758,9,Heavier,[2 2 2 2 2 2 2 2 3 2 2 2],,PASS
5759,10,Heavier,[2 2 2 2 2 2 2 2 2 3 2 2],,PASS
5760,2,Lighter,[2 1 2 2 2 2 2 2 2 2 2 2],,PASS
5761,5,Heavier,[2 2 2 2 3 2 2 2 2 2 2 2],,PASS
5762,8,Heavier,[2 2 2 2 2 2 2 3 2 2 2 2],,PASS
5763,1,Lighter,[1 2 2 2 2 2 2 2 2 2 2 2],,PASS
5764,9,Lighter,[2 2 2 2 2 2 2 2 1 2 2 2],,PASS
5765,5,Heavier,[2 2 2 2 3 2 2 2 2 2 2 2],,PASS
5766,2,Heavier,[2 3 2 2 2 2 2 2 2 2 2 2],,PASS
5767,8,Heavier,[2 2 2 2 2 2 2 3 2 2 2 2],,PASS
5768,3,Lighter,[2 2 1 2 2 2 2 2 2 2 2 2],,PASS
5769,2,Heavier,[2 3 2 2 2 2 2 2 2 2 2 2],,PASS
5770,3,Lighter,[2 2 1 2 2 2 2 2 2 2 2 2],,PASS
5771,8,Lighter,[2 2 2 2 2 2 2 1 2 2 2 2],,PASS
5772,12,Heavier,[2 2 2 2 2 2 2 2 2 2 2 3],,PASS
5773,10,Lighter,[2 2 2 2 2 2 2 2 2 1 2 2],,PASS
5774,6,Lighter,[2 2 2 2 2 1 2 2 2 2 2 2],,PASS
5775,9,Heavier,[2 2 2 2 2 2 2 2 3 2 2 2],,PASS
5776,5,Heavier,[2 2 2 2 3 2 2 2 2 2 2 2],,PASS
5777,10,Lighter,[2 2 2 2 2 2 2 2 2 1 2 2],,PASS
5778,1,Heavier,[3 2 2 2 2 2 2 2 2 2 2 2],,PASS
5779,12,Lighter,[2 2 2 2 2 2 2 2 2 2 2 1],,PASS
5780,10,Heavier,[2 2 2 2 2 2 2 2 2 3 2 2],,PASS
5781,12,Lighter,[2 2 2 2 2 2 2 2 2 2 2 1],,PASS
5782,12,Heavier,[2 2 2 2 2 2 2 2 2 2 2 3],,PASS
5783,11,Heavier,[2 2 2 2 2 2 2 2 2 2 3 2],,PASS
5784,2,Lighter,[2 1 2 2 2 2 2 2 2 2 2 2],,PASS
5785,2,Lighter,[2 1 2 2 2 2 2 2 2 2 2 2],,PASS
5786,8,Heavier,[2 2 2 2 2 2 2 3 2 2 2 2],,PASS
5787,8,Heavier,[2 2 2 2 2 2 2 3 2 2 2 2],,PASS
5788,8,Lighter,[2 2 2 2 2 2 2 1 2 2 2 2],,PASS
5789,10,Lighter,[2 2 2 2 2 2 2 2 2 1 2 2],,PASS
5790,4,Heavier,[2 2 2 3 2 2 2 2 2 2 2 2],,PASS
5791,2,Lighter,[2 1 2 2 2 2 2 2 2 2 2 2],,PASS
